,date,open,close,high,low,volume,code
122,2010-07-09,3.863,5.726,6.582,3.209,27378.51,600519
123,2010-07-12,5.53,5.463,7.409,5.343,17834.0,600519
124,2010-07-13,5.485,4.591,5.485,3.81,7439.11,600519
125,2010-07-14,4.479,5.11,5.801,4.201,9642.66,600519
126,2010-07-15,5.305,6.304,7.334,5.192,18833.33,600519
127,2010-07-16,5.606,7.792,8.19,5.365,32949.51,600519
128,2010-07-19,7.221,9.287,9.588,7.116,19412.32,600519
129,2010-07-20,9.422,9.82,10.406,8.446,26886.19,600519
130,2010-07-21,9.82,10.85,12.743,9.82,24363.02,600519
131,2010-07-22,11.541,10.91,11.541,10.038,16221.66,600519
132,2010-07-23,11.075,12.976,13.209,11.075,38466.0,600519
133,2010-07-26,12.976,13.164,14.531,12.63,22016.91,600519
134,2010-07-27,12.518,13.945,14.08,12.518,25229.04,600519
135,2010-07-28,14.396,14.651,14.719,13.569,27740.35,600519
136,2010-07-29,14.644,12.007,14.772,11.811,45372.87,600519
137,2010-07-30,11.902,11.443,11.902,10.564,29438.77,600519
138,2010-08-02,11.413,15.11,16.394,11.413,42965.73,600519
139,2010-08-03,14.696,14.14,16.049,13.953,17573.23,600519
140,2010-08-04,13.945,15.463,15.598,13.735,17350.13,600519
141,2010-08-05,15.508,18.573,19.467,15.508,41966.13,600519
142,2010-08-06,18.303,18.603,19.054,17.852,21840.53,600519
143,2010-08-09,18.641,21.165,21.624,18.641,38703.0,600519
144,2010-08-10,21.165,17.521,22.653,17.326,28739.94,600519
145,2010-08-11,16.95,18.34,19.204,16.95,15190.63,600519
146,2010-08-12,18.303,19.144,21.383,17.108,31025.87,600519
147,2010-08-13,19.114,20.249,21.053,18.693,15775.59,600519
148,2010-08-16,20.264,22.134,22.427,20.264,25910.45,600519
149,2010-08-17,22.059,23.78,24.651,21.834,35747.57,600519
150,2010-08-18,23.697,22.089,24.779,21.684,30173.78,600519
151,2010-08-19,22.119,20.902,22.886,20.331,35437.14,600519
152,2010-08-20,20.85,19.122,20.85,18.814,20841.59,600519
153,2010-08-23,18.641,20.497,20.632,18.453,13214.93,600519
154,2010-08-24,20.196,21.023,22.202,19.279,10838.25,600519
155,2010-08-25,20.331,19.798,21.398,19.678,16507.88,600519
156,2010-08-26,19.881,20.234,20.369,18.829,12232.0,600519
157,2010-08-27,19.956,20.752,20.88,19.355,8799.0,600519
158,2010-08-30,21.218,27.334,27.469,21.218,53784.0,600519
159,2010-08-31,26.364,26.89,28.213,25.876,31399.0,600519
160,2010-09-01,26.567,25.125,28.37,24.388,25589.0,600519
161,2010-09-02,25.966,27.461,29.032,25.868,24821.0,600519
162,2010-09-03,27.319,29.437,31.511,27.319,27761.0,600519
163,2010-09-06,30.474,32.518,33.93,30.474,29008.0,600519
164,2010-09-07,32.766,31.428,34.306,31.075,22373.0,600519
165,2010-09-08,31.225,32.337,33.104,31.225,15010.0,600519
166,2010-09-09,32.728,32.645,34.306,31.977,21503.0,600519
167,2010-09-10,33.104,34.599,34.907,32.352,19867.0,600519
168,2010-09-13,34.231,34.065,37.574,33.442,28063.0,600519
169,2010-09-14,34.043,32.946,35.147,31.676,26383.0,600519
170,2010-09-15,32.728,29.31,32.946,28.746,21032.0,600519
171,2010-09-16,29.047,26.973,30.512,25.132,20497.0,600519
172,2010-09-17,26.883,28.829,30.805,25.598,17975.0,600519
173,2010-09-20,29.618,30.962,31.977,28.971,12576.0,600519
174,2010-09-21,32.352,32.037,32.638,30.482,14940.0,600519
175,2010-09-27,32.052,34.103,34.231,31.451,18548.0,600519
176,2010-09-28,33.923,35.568,35.876,33.479,22585.0,600519
177,2010-09-29,35.282,32.848,36.146,32.736,13272.0,600519
178,2010-09-30,32.397,34.028,34.381,31.977,14578.0,600519
179,2010-10-08,34.231,37.634,39.114,34.231,31608.0,600519
180,2010-10-11,37.987,33.329,39.813,31.977,43742.0,600519
181,2010-10-12,33.337,32.427,34.967,30.692,28543.0,600519
182,2010-10-13,31.977,28.22,32.375,27.356,60287.0,600519
183,2010-10-14,28.235,26.297,28.445,25.072,53243.0,600519
184,2010-10-15,26.357,27.454,29.723,26.199,72099.0,600519
185,2010-10-18,27.469,29.287,31.346,23.562,96564.0,600519
186,2010-10-19,28.536,29.926,31.15,27.469,53448.0,600519
187,2010-10-20,27.544,33.036,34.155,27.536,47372.0,600519
188,2010-10-21,33.179,33.081,35.019,31.826,37621.0,600519
189,2010-10-22,33.089,33.562,36.184,32.473,41046.0,600519
190,2010-10-25,34.231,37.236,37.837,33.577,36195.0,600519
191,2010-10-26,37.086,34.238,37.146,33.487,28590.0,600519
192,2010-10-27,34.043,33.592,34.531,32.352,28912.0,600519
193,2010-10-28,33.404,32.758,33.705,32.525,19440.0,600519
194,2010-10-29,31.03,29.835,31.278,27.844,65465.0,600519
195,2010-11-01,29.873,30.294,31.15,29.122,49658.0,600519
196,2010-11-02,30.865,29.475,30.865,28.663,62292.0,600519
197,2010-11-03,29.723,29.986,31.714,28.596,42253.0,600519
198,2010-11-04,30.436,31.263,31.631,29.557,44629.0,600519
199,2010-11-05,31.451,30.459,31.977,29.948,34654.0,600519
200,2010-11-08,30.467,30.091,30.474,28.408,56894.0,600519
201,2010-11-09,30.174,31.871,32.42,29.512,60737.0,600519
202,2010-11-10,32.427,42.292,44.336,32.352,150005.0,600519
203,2010-11-11,43.99,39.43,43.99,38.07,74217.0,600519
204,2010-11-12,39.152,40.639,48.566,39.129,126500.0,600519
205,2010-11-15,43.99,45.267,48.506,43.99,79038.0,600519
206,2010-11-16,46.995,40.384,47.003,38.363,72291.0,600519
207,2010-11-17,39.415,31.225,39.415,30.324,80509.0,600519
208,2010-11-18,32.39,34.599,35.711,31.977,40286.0,600519
209,2010-11-19,35.808,38.859,39.49,35.14,48954.0,600519
210,2010-11-22,38.648,41.376,44.283,37.837,47940.0,600519
211,2010-11-23,41.278,49.287,49.407,39.64,108469.0,600519
212,2010-11-24,51.511,57.461,62.48,51.511,110799.0,600519
213,2010-11-25,57.92,59.753,60.241,55.267,45579.0,600519
214,2010-11-26,59.753,62.961,67.04,57.98,63799.0,600519
215,2010-11-29,61.466,69.865,74.05,61.466,67499.0,600519
216,2010-11-30,69.82,61.135,69.82,57.769,65665.0,600519
217,2010-12-01,59.775,59.325,63.532,57.536,38016.0,600519
218,2010-12-02,60.677,56.146,62.029,55.951,42940.0,600519
219,2010-12-03,56.019,57.364,60.143,55.793,43037.0,600519
220,2010-12-06,57.409,52.277,59.024,50.091,43281.0,600519
221,2010-12-07,51.428,55.688,56.62,49.903,31804.0,600519
222,2010-12-08,55.643,54.651,58.874,54.524,28334.0,600519
223,2010-12-09,54.509,53.96,55.102,51.736,24461.0,600519
224,2010-12-10,52.525,55.808,56.68,50.76,39587.0,600519
225,2010-12-13,55.643,55.26,55.643,52.638,58592.0,600519
226,2010-12-14,55.5,55.951,58.648,55.117,61542.0,600519
227,2010-12-15,56.019,58.047,60.023,56.019,47423.0,600519
228,2010-12-16,66.53,62.766,66.913,62.405,66817.0,600519
229,2010-12-17,63.532,60.842,64.433,60.384,51769.0,600519
230,2010-12-20,62.014,55.553,62.525,53.013,68557.0,600519
231,2010-12-21,55.53,53.013,55.726,52.27,59359.0,600519
232,2010-12-22,53.066,50.722,53.382,50.008,44151.0,600519
233,2010-12-23,50.647,50.542,52.037,50.008,32743.0,600519
234,2010-12-24,50.542,49.047,50.692,47.754,29408.0,600519
235,2010-12-27,49.257,44.741,50.001,44.231,45246.0,600519
236,2010-12-28,44.749,44.944,47.454,40.542,48176.0,600519
237,2010-12-29,44.824,47.003,47.056,43.998,30967.0,600519
238,2010-12-30,47.379,43.945,47.379,42.645,41774.0,600519
239,2010-12-31,43.847,45.44,45.711,43.284,46084.0,600519
240,2011-01-04,47.679,46.627,48.43,44.448,60462.0,600519
241,2011-01-05,46.177,43.306,46.552,42.871,58198.0,600519
242,2011-01-06,43.404,42.675,45.2,41.323,37584.0,600519
243,2011-01-07,42.63,42.285,43.765,41.368,30533.0,600519
244,2011-01-10,42.21,38.22,42.878,38.092,38784.0,600519
245,2011-01-11,37.747,37.657,39.114,35.891,45322.0,600519
246,2011-01-12,38.062,38.34,39.49,36.793,31323.0,600519
247,2011-01-13,39.114,42.112,43.246,38.355,41341.0,600519
248,2011-01-14,41.706,42.638,43.404,40.467,25772.0,600519
249,2011-01-17,42.27,39.182,44.148,38.754,37475.0,600519
250,2011-01-18,38.814,44.418,44.456,37.98,40962.0,600519
251,2011-01-19,44.418,44.621,45.177,43.329,26198.0,600519
252,2011-01-20,44.223,42.548,45.493,41.18,24523.0,600519
253,2011-01-21,42.345,39.407,43.622,39.234,26867.0,600519
254,2011-01-24,39.392,36.124,40.602,34.989,34775.0,600519
255,2011-01-25,35.718,35.508,36.785,34.982,17238.0,600519
256,2011-01-26,35.741,36.59,37.98,35.741,14325.0,600519
257,2011-01-27,36.455,37.281,38.949,34.666,29444.0,600519
258,2011-01-28,37.243,37.491,38.085,36.77,19591.0,600519
259,2011-01-31,37.612,40.985,43.186,37.243,32442.0,600519
260,2011-02-01,40.992,42.705,43.885,40.617,17758.0,600519
261,2011-02-09,42.488,40.962,43.104,40.241,17675.0,600519
262,2011-02-10,40.504,46.274,46.995,40.467,36008.0,600519
263,2011-02-11,46.056,46.199,48.844,45.718,34001.0,600519
264,2011-02-14,46.199,47.837,48.506,45.425,36639.0,600519
265,2011-02-15,47.837,46.432,49.107,46.101,29716.0,600519
266,2011-02-16,46.259,45.26,46.995,43.772,36440.0,600519
267,2011-02-17,44.749,43.442,45.275,43.119,36363.0,600519
268,2011-02-18,43.096,43.983,46.59,42.72,36828.0,600519
269,2011-02-21,43.998,45.11,46.101,43.397,27289.0,600519
270,2011-02-22,45.11,43.908,46.439,43.246,38293.0,600519
271,2011-02-23,43.329,44.569,45.102,43.329,19422.0,600519
272,2011-02-24,44.433,44.11,45.102,43.337,20476.0,600519
273,2011-02-25,44.659,42.21,44.659,41.894,29413.0,600519
274,2011-02-28,41.969,41.503,42.089,39.49,39093.0,600519
275,2011-03-01,41.526,41.473,42.442,40.842,23059.0,600519
276,2011-03-02,41.143,40.399,41.744,39.497,32095.0,600519
277,2011-03-03,40.444,38.739,41.511,38.551,37735.0,600519
278,2011-03-04,38.739,39.437,40.076,38.363,33351.0,600519
279,2011-03-07,39.37,40.527,40.639,39.37,33553.0,600519
280,2011-03-08,40.564,40.031,40.692,38.588,31869.0,600519
281,2011-03-09,40.609,40.985,41.143,39.527,22971.0,600519
282,2011-03-10,40.97,43.998,45.651,40.527,54492.0,600519
283,2011-03-11,43.697,42.525,45.05,42.412,23345.0,600519
284,2011-03-14,42.134,44.659,45.5,41.826,22372.0,600519
285,2011-03-15,43.727,41.947,44.914,40.264,30898.0,600519
286,2011-03-16,42.195,43.877,44.726,41.977,24176.0,600519
287,2011-03-17,43.171,49.279,49.655,42.63,88522.0,600519
288,2011-03-18,49.67,50.872,53.089,47.852,61484.0,600519
289,2011-03-21,49.858,47.852,50.744,45.914,48651.0,600519
290,2011-03-22,48.791,46.815,49.993,46.402,27887.0,600519
291,2011-03-23,47.01,47.409,47.521,45.125,42881.0,600519
292,2011-03-24,47.228,45.162,47.416,45.125,21353.0,600519
293,2011-03-25,44.749,45.072,46.687,44.749,27905.0,600519
294,2011-03-28,45.162,43.179,45.801,42.863,40295.0,600519
295,2011-03-29,43.246,41.706,43.472,41.368,26523.0,600519
296,2011-03-30,41.699,41.526,42.69,41.218,20602.0,600519
297,2011-03-31,41.526,42.382,44.599,41.368,17525.0,600519
298,2011-04-01,42.48,42.089,43.509,41.406,18227.0,600519
299,2011-04-06,42.044,40.226,42.42,40.023,28774.0,600519
300,2011-04-07,39.64,38.693,40.241,38.573,46830.0,600519
301,2011-04-08,38.708,39.234,39.865,38.588,21823.0,600519
302,2011-04-11,39.077,40.609,41.481,38.821,26173.0,600519
303,2011-04-12,40.617,40.557,41.999,40.016,34945.0,600519
304,2011-04-13,40.467,41.24,41.744,40.256,29389.0,600519
305,2011-04-14,41.218,39.294,41.368,39.099,36621.0,600519
306,2011-04-15,39.467,36.77,40.234,35.56,53327.0,600519
307,2011-04-18,36.62,37.281,37.529,35.891,19608.0,600519
308,2011-04-19,37.281,37.521,38.468,36.101,22880.0,600519
309,2011-04-20,37.521,38.588,38.874,37.236,22509.0,600519
310,2011-04-21,38.739,38.633,40.684,38.521,28684.0,600519
311,2011-04-22,39.114,39.603,39.79,38.385,14500.0,600519
312,2011-04-25,42.495,44.794,46.312,42.119,70225.0,600519
313,2011-04-26,44.749,43.374,45.125,43.156,31095.0,600519
314,2011-04-27,43.697,43.359,46.252,43.246,27748.0,600519
315,2011-04-28,44.073,41.308,44.433,40.842,25357.0,600519
316,2011-04-29,41.293,44.231,44.817,40.752,22083.0,600519
317,2011-05-03,44.749,46.898,47.604,43.998,41270.0,600519
318,2011-05-04,45.868,45.125,48.566,45.08,32521.0,600519
319,2011-05-05,45.132,46.214,48.13,44.757,26693.0,600519
320,2011-05-06,45.5,46.86,47.754,44.757,23960.0,600519
321,2011-05-09,47.439,45.621,48.122,45.425,12175.0,600519
322,2011-05-10,45.553,45.192,45.876,44.584,15918.0,600519
323,2011-05-11,44.764,46.454,47.228,44.764,12896.0,600519
324,2011-05-12,46.252,47.995,49.633,45.951,25027.0,600519
325,2011-05-13,48.017,48.25,49.249,46.627,12253.0,600519
326,2011-05-16,48.13,48.258,49.242,47.379,11505.0,600519
327,2011-05-17,47.769,48.228,50.234,47.003,20866.0,600519
328,2011-05-18,47.98,53.727,55.598,47.98,62165.0,600519
329,2011-05-19,54.516,57.431,58.761,54.516,85738.0,600519
330,2011-05-20,58.047,58.145,58.769,56.627,40043.0,600519
331,2011-05-23,57.521,55.29,59.587,55.267,39420.0,600519
332,2011-05-24,54.148,53.472,55.643,53.389,23997.0,600519
333,2011-05-26,53.615,56.537,59.618,53.615,38970.0,600519
334,2011-05-27,57.431,52.818,58.107,52.42,31729.0,600519
335,2011-05-30,51.646,59.422,59.46,51.338,47286.0,600519
336,2011-05-31,59.512,60.376,60.512,58.498,33854.0,600519
337,2011-06-01,60.602,64.952,65.019,59.79,39093.0,600519
338,2011-06-02,63.908,62.473,64.779,60.226,39585.0,600519
339,2011-06-03,62.044,66.244,67.063,62.044,29483.0,600519
340,2011-06-07,66.522,63.434,66.53,62.24,26876.0,600519
341,2011-06-08,63.194,64.088,64.809,60.211,25070.0,600519
342,2011-06-09,63.569,58.889,63.757,58.844,36179.0,600519
343,2011-06-10,58.648,59.445,60.895,57.371,34279.0,600519
344,2011-06-13,59.4,58.641,60.451,56.62,28004.0,600519
345,2011-06-14,58.626,60.872,61.263,57.897,37487.0,600519
346,2011-06-15,60.542,59.933,60.88,59.167,16408.0,600519
347,2011-06-16,59.174,59.79,61.496,57.687,17731.0,600519
348,2011-06-17,60.151,64.005,65.027,59.512,33411.0,600519
349,2011-06-20,63.607,60.121,63.742,58.273,29909.0,600519
350,2011-06-21,59.047,60.001,61.158,59.047,12738.0,600519
351,2011-06-22,59.926,61.977,63.141,59.926,16188.0,600519
352,2011-06-23,61.503,63.524,64.433,61.278,20280.0,600519
353,2011-06-24,63.419,62.36,65.147,61.541,37068.0,600519
354,2011-06-27,62.931,63.735,64.253,61.864,23190.0,600519
355,2011-06-28,64.283,65.373,66.439,62.946,25540.0,600519
356,2011-06-29,65.696,65.741,67.198,63.457,19596.0,600519
357,2011-06-30,65.05,67.01,67.514,65.05,32701.0,600519
358,2011-07-01,68.077,67.358,68.077,65.929,15810.0,600519
359,2011-07-04,67.011,68.507,68.763,66.672,46338.0,600519
360,2011-07-05,68.491,67.193,68.507,65.846,27057.0,600519
361,2011-07-06,66.821,66.896,67.664,66.102,19753.0,600519
362,2011-07-07,66.838,69.408,71.036,66.838,40956.0,600519
363,2011-07-08,69.606,69.383,70.54,68.449,17183.0,600519
364,2011-07-11,69.367,71.656,72.681,68.863,25615.0,600519
365,2011-07-12,71.234,69.102,71.656,69.02,28488.0,600519
366,2011-07-13,69.391,69.805,70.548,68.788,22109.0,600519
367,2011-07-14,69.805,68.697,69.978,68.325,24822.0,600519
368,2011-07-15,68.152,70.267,70.796,68.152,17763.0,600519
369,2011-07-18,70.309,73.416,74.639,70.309,28523.0,600519
370,2011-07-19,73.367,73.317,74.301,71.962,20276.0,600519
371,2011-07-20,74.267,74.185,74.672,73.036,18967.0,600519
372,2011-07-21,74.416,77.11,78.821,74.276,47676.0,600519
373,2011-07-22,76.887,79.466,81.615,76.887,49860.0,600519
374,2011-07-25,80.061,77.292,80.623,76.35,35260.0,600519
375,2011-07-26,77.168,77.218,77.573,75.929,24791.0,600519
376,2011-07-27,77.491,77.846,80.474,76.474,30676.0,600519
377,2011-07-28,77.491,80.681,80.805,75.929,22923.0,600519
378,2011-07-29,80.474,79.805,80.474,78.656,19104.0,600519
379,2011-08-01,80.334,77.069,80.334,76.59,18572.0,600519
380,2011-08-02,76.094,75.193,76.548,73.077,27849.0,600519
381,2011-08-03,73.623,75.755,76.59,73.449,17061.0,600519
382,2011-08-04,76.342,78.391,78.978,75.763,17773.0,600519
383,2011-08-05,74.342,76.863,78.904,74.342,21319.0,600519
384,2011-08-08,75.11,73.995,78.491,72.623,36884.0,600519
385,2011-08-09,71.334,75.185,76.755,68.491,36924.0,600519
386,2011-08-10,76.259,78.986,79.639,74.069,38436.0,600519
387,2011-08-11,77.582,86.425,87.168,77.582,61949.0,600519
388,2011-08-12,86.672,88.135,88.821,85.02,39466.0,600519
389,2011-08-15,88.491,85.267,89.805,84.127,29450.0,600519
390,2011-08-16,85.557,82.284,86.904,81.11,37491.0,600519
391,2011-08-17,82.54,82.416,83.772,81.482,13553.0,600519
392,2011-08-18,81.97,81.053,82.416,79.532,29341.0,600519
393,2011-08-19,79.978,82.458,82.664,79.689,37488.0,600519
394,2011-08-22,82.623,77.838,83.284,77.251,28164.0,600519
395,2011-08-23,77.573,78.35,79.4,77.086,23579.0,600519
396,2011-08-24,78.408,79.069,80.879,77.656,17957.0,600519
397,2011-08-25,80.474,80.408,81.301,78.416,30083.0,600519
398,2011-08-26,80.375,84.92,85.011,79.937,22748.0,600519
399,2011-08-29,84.193,86.896,87.482,82.127,26082.0,600519
400,2011-08-30,87.086,86.524,88.681,85.028,28816.0,600519
401,2011-08-31,89.813,86.482,90.391,86.259,50014.0,600519
402,2011-09-01,86.425,83.763,87.069,82.953,25689.0,600519
403,2011-09-02,83.251,84.077,84.358,82.458,13832.0,600519
404,2011-09-05,83.524,80.284,83.681,79.648,27344.0,600519
405,2011-09-06,79.234,76.763,81.135,76.16,32094.0,600519
406,2011-09-07,77.251,80.548,80.788,77.168,20087.0,600519
407,2011-09-08,80.887,79.127,81.705,78.92,13182.0,600519
408,2011-09-09,79.697,80.127,82.276,77.573,14227.0,600519
409,2011-09-13,78.069,75.623,79.234,75.168,18949.0,600519
410,2011-09-14,76.755,72.582,76.986,69.458,47625.0,600519
411,2011-09-15,72.623,73.028,74.441,72.433,19122.0,600519
412,2011-09-16,73.854,76.689,76.863,72.623,18029.0,600519
413,2011-09-19,77.334,76.524,77.995,75.863,15352.0,600519
414,2011-09-20,76.507,74.97,76.507,73.863,12784.0,600519
415,2011-09-21,74.953,77.879,78.433,74.689,24640.0,600519
416,2011-09-22,76.755,72.342,77.482,72.044,24336.0,600519
417,2011-09-23,69.4,69.358,70.97,65.92,76537.0,600519
418,2011-09-26,67.548,64.458,69.524,64.358,42211.0,600519
419,2011-09-27,65.986,65.565,67.367,64.086,24749.0,600519
420,2011-09-28,66.672,63.631,66.672,62.896,32389.0,600519
421,2011-09-29,61.796,63.606,66.838,61.796,30030.0,600519
422,2011-09-30,63.664,66.499,66.92,63.664,18269.0,600519
423,2011-10-10,66.739,64.358,67.499,64.053,14283.0,600519
424,2011-10-11,67.656,63.507,67.656,60.226,20586.0,600519
425,2011-10-12,63.119,67.697,68.16,61.408,29778.0,600519
426,2011-10-13,67.697,67.722,70.011,66.011,23961.0,600519
427,2011-10-14,66.879,67.201,68.309,65.846,12468.0,600519
428,2011-10-17,67.805,71.912,72.218,67.334,26008.0,600519
429,2011-10-18,70.425,71.317,73.755,70.152,22785.0,600519
430,2011-10-19,72.144,72.722,75.515,71.796,22657.0,600519
431,2011-10-20,71.796,66.92,73.086,66.507,29312.0,600519
432,2011-10-21,66.557,69.639,70.144,66.557,17116.0,600519
433,2011-10-24,70.805,74.73,75.193,69.648,32390.0,600519
434,2011-10-25,73.615,74.788,77.028,73.615,32041.0,600519
435,2011-10-26,74.177,75.813,75.995,73.21,29492.0,600519
436,2011-10-27,75.97,75.929,77.879,75.548,20104.0,600519
437,2011-10-28,77.177,78.416,79.896,77.177,26056.0,600519
438,2011-10-31,78.656,77.755,79.383,76.491,28121.0,600519
439,2011-11-01,76.904,80.218,80.474,76.35,27147.0,600519
440,2011-11-02,78.367,82.185,82.251,78.077,26647.0,600519
441,2011-11-03,83.425,80.292,83.78,80.201,30465.0,600519
442,2011-11-04,80.788,80.689,82.54,79.507,18546.0,600519
443,2011-11-07,81.053,79.896,81.466,79.697,16573.0,600519
444,2011-11-08,80.606,78.201,80.829,77.565,25546.0,600519
445,2011-11-09,78.325,77.681,79.78,76.342,24696.0,600519
446,2011-11-10,76.995,78.416,78.904,76.863,14617.0,600519
447,2011-11-11,78.416,77.557,78.532,76.78,11692.0,600519
448,2011-11-14,78.813,80.276,81.011,77.747,17986.0,600519
449,2011-11-15,80.557,77.524,80.846,76.755,17782.0,600519
450,2011-11-16,77.54,74.912,77.54,74.193,29545.0,600519
451,2011-11-17,74.978,75.796,77.251,74.532,15589.0,600519
452,2011-11-18,75.829,74.747,76.656,74.028,19907.0,600519
453,2011-11-21,74.854,74.995,77.086,74.367,18389.0,600519
454,2011-11-22,75.011,79.292,79.97,74.772,35652.0,600519
455,2011-11-23,78.92,81.805,81.962,78.92,31537.0,600519
456,2011-11-24,81.383,80.631,81.863,80.474,26558.0,600519
457,2011-11-25,80.681,82.524,85.301,80.061,40235.0,600519
458,2011-11-28,82.796,85.739,86.482,81.97,53379.0,600519
459,2011-11-29,85.681,84.656,87.573,84.028,41355.0,600519
460,2011-11-30,84.92,82.59,86.491,81.548,40263.0,600519
461,2011-12-01,85.185,84.887,86.829,82.763,33785.0,600519
462,2011-12-02,84.193,85.871,87.664,84.193,27267.18,600519
463,2011-12-05,86.218,79.829,86.218,79.565,39025.6,600519
464,2011-12-06,79.656,77.309,79.689,75.681,37152.0,600519
465,2011-12-07,77.334,78.986,79.648,77.334,27333.0,600519
466,2011-12-08,79.152,76.755,81.383,76.656,24661.0,600519
467,2011-12-09,76.631,74.127,77.458,74.028,36745.0,600519
468,2011-12-12,74.127,72.243,75.02,71.706,29526.0,600519
469,2011-12-13,71.73,71.177,72.606,70.953,29995.83,600519
470,2011-12-14,71.177,72.491,74.276,71.177,20813.22,600519
471,2011-12-15,71.689,71.78,73.35,70.185,21880.03,600519
472,2011-12-16,72.623,75.747,75.912,72.615,30649.0,600519
473,2011-12-19,75.077,75.102,75.425,73.697,25456.0,600519
474,2011-12-20,75.102,74.474,76.59,73.036,17106.0,600519
475,2011-12-21,75.251,71.986,75.499,71.78,21962.0,600519
476,2011-12-22,72.21,74.003,75.036,70.805,17443.0,600519
477,2011-12-23,74.193,74.904,75.433,73.449,17609.0,600519
478,2011-12-26,74.78,68.59,74.788,67.912,46995.0,600519
479,2011-12-27,68.491,65.21,68.491,64.623,31314.0,600519
480,2011-12-28,64.606,66.201,66.425,63.11,27738.0,600519
481,2011-12-29,65.267,67.838,68.4,65.267,20062.0,600519
482,2011-12-30,68.243,68.739,70.044,66.011,29460.0,600519
483,2012-01-04,67.251,62.102,68.301,61.879,33878.0,600519
484,2012-01-05,61.053,60.35,62.044,59.697,30122.0,600519
485,2012-01-06,60.309,63.234,64.4,59.11,25190.0,600519
486,2012-01-09,62.706,64.367,64.433,59.21,26160.0,600519
487,2012-01-10,63.532,69.714,69.863,62.796,39235.0,600519
488,2012-01-11,68.449,65.747,69.226,65.433,39891.0,600519
489,2012-01-12,64.838,66.301,67.301,64.838,27440.0,600519
490,2012-01-13,66.59,64.929,67.003,63.962,20542.0,600519
491,2012-01-16,63.846,55.606,63.846,54.16,51655.0,600519
492,2012-01-17,56.011,58.11,59.383,50.226,61227.0,600519
493,2012-01-18,58.92,55.582,62.028,54.987,47294.0,600519
494,2012-01-19,56.003,58.325,59.069,54.036,24329.0,600519
495,2012-01-20,59.4,62.681,62.871,59.4,29683.0,600519
496,2012-01-30,62.697,60.887,63.524,60.276,30550.0,600519
